"set_id","set_title","trait_key","trait_name","trait_type","breakpoints","description","tier_effects","categories","guide_signal","source_url"
"set4","Fates","Divine","Divine","ORIGIN","2/4/6/8","Upon attacking 6 times or dropping below 50% Health, Divine champions remove all crowd control and ascend, taking 45% reduced damage and dealing 45% bonus true damage for the duration.","2: 3 seconds | 4: 6 seconds | 6: 9 seconds | 8: 15 seconds","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Duelist","Duelist","CLASS","2/4/6/8","Innate: Duelists gain bonus Movement Speed. Duelists' attacks grant Attack Speed, up to 8 stacks.","2: +12% AS per Stack | 4: +20% AS per Stack | 6: +35% AS per Stack | 8: +60% AS per Stack","offense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Dusk","Dusk","ORIGIN","2/4/6","Dusk champions increase all allies' Spell Power.","2: All allies gain 20% Spell Power | 4: And Dusk Champions gain an additional 50% | 6: 40% Spell Power for all, and an extra 70% for Dusk Champions","special","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Elderwood","Elderwood","ORIGIN","3/6/9","Every two seconds all Elderwood champions grow, gaining bonus stats. This effect stacks up to five times.","3: 20 Armor and MR, 5 AD and SP | 6: 30 Armor and MR, 10 AD and SP | 9: 40 Armor and MR, 20 AD and SP","position, defense","Visible formation rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Emperor","Emperor","CLASS","1","","1: The Emperor deploys with two Sand Guards who can be placed anywhere on the battlefield. They do not move or attack, and die when their Emperor does.","special","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Enlightened","Enlightened","ORIGIN","2/4/6","Enlightened champions generate more Mana.","2: 40% increase | 4: 70% increase | 6: 100% increase","offense","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Exile","Exile","ORIGIN","1/2","If an Exile has no adjacent allies at the start of combat, they gain:","1: A shield equal to 50% of their maximum health | 2: And 80% Lifesteal","position, defense","Visible formation rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Fortune","Fortune","ORIGIN","3/6","","3: Winning combat against a player will give bonus orbs. The longer you've gone without an orb, the bigger the payout! | 6: Wins give an extra bonus orb with rare loot.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Hunter","Hunter","CLASS","2/3/4/5","Every few seconds, all Hunters will attack the lowest percent Health enemy, dealing bonus damage.","2: 125% damage every 3.5 seconds | 3: 150% damage every 3 seconds | 4: 175% damage every 2.5 seconds | 5: 200% damage every 2 seconds","defense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Keeper","Keeper","CLASS","2/4/6","At the start of combat, Keepers grant themselves and all nearby allies a shield for a duration. This shield is 50% stronger on Keepers.","2: 150 shield, 8 seconds | 4: 225 shield, 10 seconds | 6: 350 shield, 12 seconds","defense","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Mage","Mage","CLASS","3/6/9","Mages cast twice and have modified Spell Power.","3: 80% of their total Spell Power | 6: 120% of their total Spell Power | 9: 180% of their total Spell Power","special","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Moonlight","Moonlight","ORIGIN","3","At the start of combat, a number of Moonlight Champions star up once until combat ends. (Prioritizes the lowest star-level champions. If tied, champions with the most items are chosen.)","3: 1 Champion | 5: 2 Champions","special","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Mystic","Mystic","CLASS","2/4/6","All allies gain Magic Resistance.","2: 40 Magic Resistance | 4: 100 Magic Resistance | 6: 200 Magic Resistance","defense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Ninja","Ninja","ORIGIN","1/4","Ninjas gain bonus Attack Damage and Spell Power. This trait is only active when you have exactly 1 or 4 unique Ninjas.","1: Ninja gains +50 AD & +50% SP | 4: All Ninjas gain +140 AD & +140% SP","offense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Shade","Shade","CLASS","2/3/4","Innate: When combat starts, Shades teleport to the enemy backline. After every 3 attacks Shades dip into the shadows, stealthing and causing their next basic attack to deal bonus magic damage.","2: 125 bonus damage | 3: 400 bonus damage | 4: 750 bonus damage","position","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Sharpshooter","Sharpshooter","CLASS","2/4/6","Sharpshooters attacks and spells ricochet to nearby enemies dealing reduced damage.","2: 1 ricochet with 55% reduced damage | 4: 2 ricochets with 50% reduced damage | 6: 3 ricochets with 45% reduced damage","special","Special combat rule","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Spirit","Spirit","ORIGIN","2/4","The first time a Spirit casts their spell, all allies gain Attack Speed based on the spell's mana cost.","2: 35% of mana cost | 4: 70% of mana cost","offense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","TheBoss","The Boss","ORIGIN","1","","1: When The Boss first drops below 40% Health, he leaves combat to start doing sit-ups. Each sit-up restores 15% of his maximum Health and gives him 40% Attack and Movement Speed. If he reaches full Health he returns to combat Pumped Up: all of his attacks and spells deal true damage. If all of his allies die, he will immediately return to combat.","transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Tormented","Tormented","ORIGIN","1","","1: Tormented can be transformed after participating in 3 combats, enhancing their abilities.","transformation","Visible transformation","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Vanguard","Vanguard","CLASS","2/4/6","Vanguard champions gain bonus Armor.","2: 120 Armor | 4: 300 Armor | 6: 750 Armor | 8: 2000 Armor","defense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4","Fates","Warlord","Warlord","ORIGIN","3/6/9","Warlords have bonus Health and Spell Power. Each victorious combat they participate in increases the bonus by 10%, stacking up to 5 times.","3: 200 HP & 20 SP | 6: 450 HP & 40 SP | 9: 700 HP & 70 SP","defense","Primarily statistical","https://lolchess.gg/synergies/set4/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Adept","Adept","CLASS","2/3/4","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Assassin","Assassin","CLASS","2/4/6","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Blacksmith","Blacksmith","CLASS","1","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Brawler","Brawler","CLASS","2/4/6/8","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Cultist","Cultist","ORIGIN","3/6/9","Once your team loses 50% of their Health, Galio is summoned, slamming into the largest cluster of enemies and knocking them up. Galio's strength increases based on the total star level of all active Cultists.","3: Tyrant Galio | 6: Demon Lord Galio | 9: Supreme Overlord Galio","summon, transformation, defense","Board-changing summon","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Daredevil","Daredevil","ORIGIN","1","","1: Daredevils seek the thrill of battle, dashing after every other attack. After every dash, they shield themselves for 20% of their max health and their next attack fires 2 shots, gaining Style. At max Style, they cast their spell. Base Style rank increases star level.","transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Divine","Divine","ORIGIN","2/4/6/8","Upon attacking 6 times or dropping below 50% Health, Divine champions remove all crowd control and ascend for 6 seconds, taking reduced damage and dealing bonus true damage for the duration.","2: 25% damage reduction and true damage | 4: 40% damage reduction and true damage | 6: 55% damage reduction and true damage | 8: 70% damage reduction and true damage","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Dragonsoul","Dragonsoul","ORIGIN","3/6/9","The first Dragonsoul allies to take damage in combat receives the Dragon's Blessing. While blessed, the unit gains bonus stats, and every 5th attack fires a Dragonsoul blast, dealing 40% of the target's maximum Health in magic damage. On death, this blessing passes to the closest Dragonsoul ally without a blessing.","3: 1 Blessing, 40 AS & SP | 6: 3 Blessing, 70 AS & SP | 9: 6 Blessing, 140 AS & SP","summon, transformation, defense","Board-changing summon","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Duelist","Duelist","CLASS","2/4/6/8","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Elderwood","Elderwood","ORIGIN","3/6/9","Every two seconds all Elderwood champions grow, gaining bonus stats. This effect stacks up to five times.","3: 15 Armor and MR, 5 AD and SP | 6: 20 Armor and MR, 10 AD and SP | 9: 30 Armor and MR, 15 AD and SP","position, defense","Visible formation rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Emperor","Emperor","CLASS","1","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Enlightened","Enlightened","ORIGIN","2/4/6","Enlightened champions generate more Mana.","2: 50% increase | 4: 100% increase | 6: 150% increase","offense","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Executioner","Executioner","CLASS","2/3/4","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Exile","Exile","ORIGIN","1/2","If an Exile has no adjacent allies at the start of combat, they gain:","1: A shield equal to 50% of their maximum health | 2: And 80% Lifesteal","position, defense","Visible formation rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Fabled","Fabled","ORIGIN","3","","3: Fabled champion's spells are empowered from tales of their past valor.","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Fortune","Fortune","ORIGIN","3/6","","3: Winning combat against a player will give bonus orbs. The longer you've gone without an orb, the bigger the payout! | 6: Wins give an extra bonus orb with rare loot.","economy","Non-combat or mixed economy","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Keeper","Keeper","CLASS","2/4/6","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Mage","Mage","CLASS","3/5/7","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Mystic","Mystic","CLASS","2/4/6","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Ninja","Ninja","ORIGIN","1/4","Ninjas gain bonus Attack Damage and Spell Power. This trait is only active when you have exactly 1 or 4 unique Ninjas.","1: Ninja gains +50 AD & SP | 4: All Ninjas gain +140 AD & SP","offense","Primarily statistical","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Sharpshooter","Sharpshooter","CLASS","2/4/6","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Slayer","Slayer","CLASS","3/6","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Spirit","Spirit","ORIGIN","2/4","The first time a Spirit casts their spell, all allies gain Attack Speed.","2: 18% Attack Speed | 4: 30% Attack Speed","offense","Primarily statistical","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Syphoner","Syphoner","CLASS","2/4","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","TheBoss","The Boss","ORIGIN","1","","1: When The Boss first drops below 40% Health, he leaves combat to start doing sit-ups. Each sit-up restores 15% of his maximum Health and gives him 40% Attack Speed and Movement Speed. If he reaches full Health he returns to combat Pumped Up: all of his attacks and spells deal true damage. If all of his allies die, he will immediately return to combat.","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Vanguard","Vanguard","CLASS","2/4/6/8","","","special","Special combat rule","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set4.5","Fates: Festival of Beasts","Warlord","Warlord","ORIGIN","3/6/9","Warlords have bonus Health and Spell Power. Each victorious combat they participate in increases the bonus by 10%, stacking up to 5 times.","3: 250 HP & 25 SP | 6: 400 HP & 40 SP | 9: 700 HP & 70 SP","defense","Primarily statistical","https://lolchess.gg/synergies/set4.5/guide?hl=en"
"set5","Reckoning","Abomination","Abomination","ORIGIN","3/4/5","When 3 allied champions have died, the Monstrosity will rise from its grave. The Monstrosity receives bonus Health and Attack Damage based on allied Abomination champions' star levels. The 3 Abomination champions nearest the grave will also grant the Monstrosity a random copy of one of their items when combat starts.","3: 1000 Health, 100 Attack Damage | 4: 1600 Health, 140 Attack Damage | 5: 2200 Health, 180 Attack Damage","summon, transformation, defense, offense, choice","Primarily statistical","https://lolchess.gg/synergies/set5/guide?hl=en"
